module,type,name,res_id,src,value,comments
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__counterparty_bank_account_id,Bank account,Банкова сметка,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__counterparty_email_id,Email,Имейл,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__counterparty_id,Counterparty,Контрагент,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__counterparty_name_id,Name on document,Име в документа,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__counterparty_phone_id,Phone,Телефон,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__counterparty_registration_number,Registration Number,Регистрационен номер,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__counterparty_registration_number_type,Registration Number Type,Тип регистрационен номер,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__counterparty_tax_number_id,Tax Number,Данъчен номер,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__counterparty_type,Counterparty Type,Тип на контрагента,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__counterpartys_reference,Your Reference,Ваш реф. №,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__create_date,Created on,Създаден на,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__create_uid,Created by,Създаден от,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__currency_id,Currency,Валута,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__custom_vat,Custom VAT,ДДС по поръчка,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__datetime_due,Due Date,Краен срок,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__datetime_issue,Issue Date,Дата на издаване,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__datetime_tax_event,Tax Event Date,Дата на данъчно събитие,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__display_name,Display Name,Екранно име,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__document_in_out_type,in/out:,вход/изход:,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__exchange_rate_to_bgn,Exchange Rate to BGN,Обменен курс към лева,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__exchange_rate_to_eur,Exchange Rate to EUR,Обменен курс към EUR,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__guid,GUID,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__id,ID,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__incoterms_address,Incoterms Address,Инкотермс адрес,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__incoterms_id,Incoterms,Инкотермс,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__insured,Insured,Застраховани,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__invoice_acc_subtype_domain,Unified Accounting Subtype Domain,Домейн на унифициран счетоводен подтип,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__invoice_acc_subtype_id,Unified Accounting Subtype,Унифициран счетоводен подвид,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__invoice_acc_template_domain,Unified Accounting Template Domain,Домейн на унифициран счетоводен шаблон,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__invoice_acc_template_id,Unified Accounting Template,Единен счетоводен шаблон,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__invoice_has_invalid_redistribution,Invoice has invalid redistribution,Фактурата има невалидно преразпределение,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__invoice_is_in_company_language,Is Company Language,Е фирмен език,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__invoice_type,Invoice type,Тип фактура,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__invoice_vat_rate,Unified VAT Rate (in %),Единна ДДС ставка (в %),
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__invoice_vat_treatment_id,Unified VAT Treatment,Единно третиране по ДДС,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__issued_by_name_id,Issued By Name,Издадено по име,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__language_id,Language,език,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__locked,Locked,Заключено,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__name,Number,Номер,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__open_amount,Open Amount,Отворена сума,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__paid,Paid,Платено,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__parent_invoice_datetime_issue,Parent Invoice Issue Date,Дата на издаване на основната фактура,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__parent_invoice_id,Parent Invoice,Родителска фактура,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__payable_amount,Payable Amount,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__paid_amount,Paid Amount,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__payment_terms_id,Payment Terms,Условия за плащане,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__pdf_notes,Notes,Бележки,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__post_content_text,Post content comment,Публикувайте коментар на съдържанието,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__post_content_text_translation,Post content translated comment,Публикувайте преведен коментар на съдържание,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__pre_content_text,Pre content comment,Коментар преди съдържанието,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__pre_content_text_translation,Pre content translated comment,Коментар с предварително преведено съдържание,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__pre_vat_total,Pre VAT total,Общо преди ДДС,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__repr_attachments,Attachments,Прикачени файлове,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__subcode_id,Subcode,ID на подкод,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__subject,Subject,Предмет,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__total_price,Total price,Обща цена,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__total_price_base_currency,Total Price Base Currency,,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__transaction_allocation_ids,Transaction Allocation,Разпределение на транзакция,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__vat_total,VAT,ДДС,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__write_date,Last Updated on,Последна актуализация на,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices__write_uid,Last Updated by,Последна актуализация от,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices_exportselectiontoajur__acc_op_datetime,Operation Date,Дата на операция,
kojto_finance,model,"ir.model.fields,field_description",kojto_finance.field_kojto_finance_invoices_exportselectiontoajur__create_date,Created on,Създаден на,
